,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_neurons_hidden_3,param_neurons_hidden_2,param_neurons_hidden_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
142,0.8245638847351074,0.03466541199836717,0.278424596786499,0.03577382464038558,64,276,196,"{'neurons_hidden_3': 64, 'neurons_hidden_2': 276, 'neurons_hidden_1': 196}",-390.34550316392205,-420.86269755047425,-1905.8561643835617,-351.5993892326369,-1695.11301369863,-952.7553536058451,695.7153414931714,286
143,0.88516845703125,0.0836714060742783,0.289931058883667,0.031462957134612106,285,234,212,"{'neurons_hidden_3': 285, 'neurons_hidden_2': 234, 'neurons_hidden_1': 212}",-371.10032407213737,-360.8736233613278,-291.3650907821252,-364.6394608545692,-346.11175663968953,-346.8180511419698,28.91477199566864,19
144,0.8137114524841309,0.055387181226717604,0.26813449859619143,0.029716252437100896,92,254,136,"{'neurons_hidden_3': 92, 'neurons_hidden_2': 254, 'neurons_hidden_1': 136}",-403.9084781270226,-460.2865561888444,-349.21620355556473,-394.8454793796069,-1695.11301369863,-660.6739461899336,518.4242462043808,212
145,0.8053117275238038,0.03739049504483785,0.2602416515350342,0.02307458138777204,90,93,38,"{'neurons_hidden_3': 90, 'neurons_hidden_2': 93, 'neurons_hidden_1': 38}",-560.1407618517965,-509.07527060156013,-395.15929891911196,-570.3422481012442,-462.87859045292873,-499.51923398532824,64.83165833237992,164
146,0.832212495803833,0.01821494031132517,0.26925067901611327,0.01753430702779247,194,198,146,"{'neurons_hidden_3': 194, 'neurons_hidden_2': 198, 'neurons_hidden_1': 146}",-444.0320090625823,-365.66825654343984,-446.4975905800423,-376.8742760127918,-360.29652085432133,-398.6737306106355,38.42364577793648,78
147,0.801547622680664,0.029465621900026932,0.28198890686035155,0.0203455573398342,202,54,237,"{'neurons_hidden_3': 202, 'neurons_hidden_2': 54, 'neurons_hidden_1': 237}",-465.45212987528146,-429.58367311998467,-403.9770761686651,-387.2057717505312,-417.18781290140095,-420.6812927631727,26.440597543871647,124
148,0.854748010635376,0.028708106019219037,0.2720785140991211,0.0196981261244512,149,285,200,"{'neurons_hidden_3': 149, 'neurons_hidden_2': 285, 'neurons_hidden_1': 200}",-345.4255153658929,-346.43613030465957,-310.42456705837515,-357.4330966789602,-322.66534174527106,-336.47693023063175,17.250561484170195,5
149,0.8312236309051514,0.02857951114690185,0.2966780185699463,0.039588570950527674,123,190,59,"{'neurons_hidden_3': 123, 'neurons_hidden_2': 190, 'neurons_hidden_1': 59}",-439.9924267845112,-449.72598307137616,-441.9667256184282,-394.75559510446874,-399.7060816009838,-425.2293624359536,23.144157698096212,127
150,0.8547319889068603,0.03307867764192725,0.27273130416870117,0.019451647383051936,221,195,228,"{'neurons_hidden_3': 221, 'neurons_hidden_2': 195, 'neurons_hidden_1': 228}",-418.038791983792,-370.6703600746469,-325.4753131561199,-388.6230374406275,-312.14577881686427,-362.9906562944101,39.34182657870387,36
151,0.814359188079834,0.027711788742596638,0.30029888153076173,0.016188293982803362,52,126,52,"{'neurons_hidden_3': 52, 'neurons_hidden_2': 126, 'neurons_hidden_1': 52}",-531.1959063075021,-487.3643194694261,-412.2690492648825,-595.2825586169804,-401.45975726023863,-485.514318183806,72.89627595030368,157
152,0.7912745952606202,0.03513674976660786,0.2689377784729004,0.038502399525580724,74,206,173,"{'neurons_hidden_3': 74, 'neurons_hidden_2': 206, 'neurons_hidden_1': 173}",-465.2880597232834,-368.0948162000178,-394.3747589560238,-1583.0650684931506,-390.2730483414711,-640.2191503427894,472.55126362179095,193
153,0.7686934471130371,0.01277885387689626,0.27341737747192385,0.02298242998089927,37,36,278,"{'neurons_hidden_3': 37, 'neurons_hidden_2': 36, 'neurons_hidden_1': 278}",-486.6910642287373,-464.39315236572173,-371.65509189446095,-434.6046485420126,-413.3846476091154,-434.1457209280096,40.03056759049617,132
154,0.784607219696045,0.03884592719648918,0.24586968421936034,0.009766639146449043,51,57,118,"{'neurons_hidden_3': 51, 'neurons_hidden_2': 57, 'neurons_hidden_1': 118}",-517.7500647651536,-472.9978493944144,-405.2292482959888,-532.528636896527,-458.80514187598044,-477.46218824561294,45.25713220225175,154
155,0.8284745693206788,0.05734533767418168,0.265125036239624,0.01807021860372207,171,257,86,"{'neurons_hidden_3': 171, 'neurons_hidden_2': 257, 'neurons_hidden_1': 86}",-423.0900010048402,-373.0042109006121,-394.5303685596885,-376.19498750028026,-371.8904265387738,-387.7419989008389,19.48009973867544,57
156,0.8045189857482911,0.03750250899579148,0.2547293663024902,0.02160273371513064,230,117,46,"{'neurons_hidden_3': 230, 'neurons_hidden_2': 117, 'neurons_hidden_1': 46}",-421.0267927827557,-391.27339892084274,-381.99522088564754,-443.6841749522405,-1695.11301369863,-666.6185202480234,514.7118223527915,218
157,0.776123046875,0.02043844499112057,0.27092642784118653,0.025194253067072854,189,89,48,"{'neurons_hidden_3': 189, 'neurons_hidden_2': 89, 'neurons_hidden_1': 48}",-443.3237046951313,-438.43256828953906,-340.28941651721044,-438.51464048901505,-484.5533293956548,-429.0227318773101,47.624379658895755,129
158,0.8348235130310059,0.01033365143272837,0.2517427444458008,0.009396265595460094,139,278,257,"{'neurons_hidden_3': 139, 'neurons_hidden_2': 278, 'neurons_hidden_1': 257}",-360.1213954649661,-345.0694357673562,-289.02343957944805,-361.1674980385144,-297.46003065400765,-330.56835990085847,31.119486618955975,2
159,0.7867041110992432,0.012003997149373367,0.27525901794433594,0.024855087900913946,146,124,50,"{'neurons_hidden_3': 146, 'neurons_hidden_2': 124, 'neurons_hidden_1': 50}",-470.18561702226873,-410.2583338546724,-355.18253647380624,-509.67446128771616,-401.2366150837376,-429.3075127444402,54.36032458784743,130
160,0.8384379863739013,0.04260612025754296,0.2580718517303467,0.015067405421438147,270,151,105,"{'neurons_hidden_3': 270, 'neurons_hidden_2': 151, 'neurons_hidden_1': 105}",-402.40223917611183,-402.46482004996085,-1905.8561643835617,-398.0488746784331,-402.7143279454232,-702.297285246698,601.7819480561889,251
161,0.8229994297027587,0.030580672096386378,0.26999478340148925,0.016584590202331734,219,234,211,"{'neurons_hidden_3': 219, 'neurons_hidden_2': 234, 'neurons_hidden_1': 211}",-576.7646997494377,-362.69290404371463,-316.1483446926836,-360.0649503274573,-317.8704997170072,-386.7082797060601,97.08284343919705,56
162,0.8263808727264405,0.03889068371514839,0.27554831504821775,0.03182671667831726,299,115,101,"{'neurons_hidden_3': 299, 'neurons_hidden_2': 115, 'neurons_hidden_1': 101}",-476.15914584371905,-438.4099847519306,-421.6434983159934,-394.4281997798875,-366.04709279159573,-419.3375842966253,37.571578292887125,122
163,0.83799729347229,0.030520496541266002,0.277571964263916,0.027716454924540324,68,281,254,"{'neurons_hidden_3': 68, 'neurons_hidden_2': 281, 'neurons_hidden_1': 254}",-370.1886597776754,-343.2526964470248,-348.39955130301496,-380.19958447682353,-315.5691060042165,-351.52191960175105,22.545907355602758,21
164,0.8595715999603272,0.04090249676643465,0.28236021995544436,0.034971399440680236,229,150,235,"{'neurons_hidden_3': 229, 'neurons_hidden_2': 150, 'neurons_hidden_1': 235}",-390.61048696316635,-354.1134770030899,-1905.8561643835617,-370.62214036498955,-357.79834761244007,-675.8001232654494,615.1604704293956,229
165,0.8583458423614502,0.0594161243597404,0.2836864471435547,0.03739879345638187,297,174,281,"{'neurons_hidden_3': 297, 'neurons_hidden_2': 174, 'neurons_hidden_1': 281}",-374.50815883629906,-1754.8458904109589,-294.88099415629017,-354.9349950336533,-351.897042840187,-626.2134162554777,564.9406033928195,180
166,0.8310310363769531,0.02820800397947781,0.2731954097747803,0.03866358993211547,295,195,45,"{'neurons_hidden_3': 295, 'neurons_hidden_2': 195, 'neurons_hidden_1': 45}",-1793.4052905843912,-435.9641110053993,-452.79249877963514,-406.3031369535717,-412.95373143854584,-700.2837537523085,546.8116008081997,249
